GeneMANIA Results
Plugin Version	3.2.1 (20130510-1552)
Data Version	custom
Report Generated	Mon Jul 10 17:26:18 EDT 2017

Gene	Score	Description
TCGA-B0-5692	TCGA-B0-5104	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5692	TCGA-B0-5109	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5692	TCGA-B0-5709	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5692	TCGA-B0-5812	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5692	TCGA-BP-4770	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5692	TCGA-BP-5170	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5692	TCGA-CJ-4918	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5692	TCGA-CJ-5672	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5692	TCGA-CJ-5675	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5692	TCGA-CJ-5678	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5692	TCGA-CW-6090	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5692	TCGA-CZ-4859	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5692	TCGA-CZ-5461	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5692	TCGA-CZ-5462	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5692	TCGA-CZ-5468	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5709	TCGA-B0-4697	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5709	TCGA-B0-4810	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5709	TCGA-B0-4811	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5709	TCGA-B0-4843	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5709	TCGA-B0-4844	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5709	TCGA-B0-4847	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5709	TCGA-B0-5094	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5709	TCGA-B0-5099	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5709	TCGA-B0-5104	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5709	TCGA-B0-5109	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5709	TCGA-B0-5812	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5709	TCGA-BP-4770	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5709	TCGA-BP-5170	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5709	TCGA-CJ-4918	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5709	TCGA-CJ-5672	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5709	TCGA-CJ-5675	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5709	TCGA-CJ-5678	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5709	TCGA-CW-6090	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5709	TCGA-CZ-4859	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5709	TCGA-CZ-5461	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5709	TCGA-CZ-5462	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5709	TCGA-CZ-5468	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5812	TCGA-B0-4697	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5812	TCGA-B0-4810	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5812	TCGA-B0-4811	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5812	TCGA-B0-4843	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5812	TCGA-B0-4844	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5812	TCGA-B0-5094	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5812	TCGA-B0-5099	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5812	TCGA-B0-5104	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5812	TCGA-B0-5109	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5812	TCGA-BP-4770	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5812	TCGA-BP-5170	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5812	TCGA-CJ-4918	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5812	TCGA-CJ-5672	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5812	TCGA-CJ-5675	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5812	TCGA-CJ-5678	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5812	TCGA-CW-6090	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5812	TCGA-CZ-4859	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5812	TCGA-CZ-5461	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5812	TCGA-CZ-5462	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-B0-5812	TCGA-CZ-5468	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-BP-4770	TCGA-B0-4697	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-BP-4770	TCGA-B0-4843	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-BP-4770	TCGA-B0-5094	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-BP-4770	TCGA-B0-5099	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-BP-4770	TCGA-B0-5109	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-BP-4770	TCGA-CJ-4918	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-BP-4770	TCGA-CJ-5678	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-BP-4770	TCGA-CZ-5461	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-BP-4770	TCGA-CZ-5468	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-BP-5170	TCGA-B0-4697	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-BP-5170	TCGA-B0-4810	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-BP-5170	TCGA-B0-4811	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-BP-5170	TCGA-B0-4843	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-BP-5170	TCGA-B0-4844	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-BP-5170	TCGA-B0-5094	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-BP-5170	TCGA-B0-5099	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-BP-5170	TCGA-B0-5109	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-BP-5170	TCGA-BP-4770	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-BP-5170	TCGA-CJ-4918	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-BP-5170	TCGA-CJ-5678	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-BP-5170	TCGA-CZ-5461	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-BP-5170	TCGA-CZ-5462	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-BP-5170	TCGA-CZ-5468	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-4918	TCGA-B0-4697	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-4918	TCGA-B0-4843	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-4918	TCGA-B0-5094	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-4918	TCGA-B0-5099	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-4918	TCGA-B0-5109	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-4918	TCGA-CJ-5678	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-4918	TCGA-CZ-5461	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-4918	TCGA-CZ-5468	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5672	TCGA-B0-4697	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5672	TCGA-B0-4810	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5672	TCGA-B0-4811	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5672	TCGA-B0-4843	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5672	TCGA-B0-4844	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5672	TCGA-B0-5094	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5672	TCGA-B0-5099	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5672	TCGA-B0-5104	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5672	TCGA-B0-5109	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5672	TCGA-BP-4770	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5672	TCGA-BP-5170	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5672	TCGA-CJ-4918	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5672	TCGA-CJ-5675	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5672	TCGA-CJ-5678	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5672	TCGA-CW-6090	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5672	TCGA-CZ-5461	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5672	TCGA-CZ-5462	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5672	TCGA-CZ-5468	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5675	TCGA-B0-4697	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5675	TCGA-B0-4810	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5675	TCGA-B0-4811	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5675	TCGA-B0-4843	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5675	TCGA-B0-4844	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5675	TCGA-B0-5094	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5675	TCGA-B0-5099	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5675	TCGA-B0-5104	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5675	TCGA-B0-5109	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5675	TCGA-BP-4770	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5675	TCGA-BP-5170	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5675	TCGA-CJ-4918	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5675	TCGA-CJ-5678	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5675	TCGA-CW-6090	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5675	TCGA-CZ-5461	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5675	TCGA-CZ-5462	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5675	TCGA-CZ-5468	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CJ-5678	TCGA-B0-5109	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CW-6090	TCGA-B0-4697	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CW-6090	TCGA-B0-4810	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CW-6090	TCGA-B0-4811	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CW-6090	TCGA-B0-4843	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CW-6090	TCGA-B0-4844	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CW-6090	TCGA-B0-5094	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CW-6090	TCGA-B0-5099	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CW-6090	TCGA-B0-5109	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CW-6090	TCGA-BP-4770	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CW-6090	TCGA-BP-5170	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CW-6090	TCGA-CJ-4918	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CW-6090	TCGA-CJ-5678	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CW-6090	TCGA-CZ-5461	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CW-6090	TCGA-CZ-5462	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CW-6090	TCGA-CZ-5468	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-4859	TCGA-B0-4697	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-4859	TCGA-B0-4810	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-4859	TCGA-B0-4811	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-4859	TCGA-B0-4843	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-4859	TCGA-B0-4844	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-4859	TCGA-B0-5094	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-4859	TCGA-B0-5099	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-4859	TCGA-B0-5104	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-4859	TCGA-B0-5109	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-4859	TCGA-BP-4770	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-4859	TCGA-BP-5170	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-4859	TCGA-CJ-4918	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-4859	TCGA-CJ-5672	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-4859	TCGA-CJ-5675	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-4859	TCGA-CJ-5678	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-4859	TCGA-CW-6090	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-4859	TCGA-CZ-5461	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-4859	TCGA-CZ-5462	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-4859	TCGA-CZ-5468	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-5461	TCGA-B0-5099	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-5461	TCGA-B0-5109	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-5461	TCGA-CJ-5678	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-5462	TCGA-B0-4697	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-5462	TCGA-B0-4810	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-5462	TCGA-B0-4811	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-5462	TCGA-B0-4843	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-5462	TCGA-B0-5094	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-5462	TCGA-B0-5099	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-5462	TCGA-B0-5109	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-5462	TCGA-BP-4770	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-5462	TCGA-CJ-4918	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-5462	TCGA-CJ-5678	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-5462	TCGA-CZ-5461	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-5462	TCGA-CZ-5468	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
TCGA-CZ-5468	TCGA-B0-4697	0.1394988286187985	dummy_group	MUT_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS_cont
